CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A MARZO 2020;CON LA INFORMACION SUMINISTRADA POR LAS OFICINAS REGIONALES
ESTACION : 26103
NOMBRE : TRINCHERAS
ESTADO : SONORA
MUNICIPIO : TRINCHERAS
SITUACI�N : OPERANDO
ORGANISMO : CONAGUA-DGE
CVE-OMM : Nulo
LATITUD : 030.399�
LONGITUD : -111.531�
ALTITUD : 510 msnm
EMISION : 06/04/2020
 PRECIP EVAP TMAX TMIN
24/05/1964 0 7.9 40 13
25/05/1964 0 7.7 37 19
26/05/1964 0 7.3 30 18
27/05/1964 0 12.7 34 13
28/05/1964 0 6.8 33 11
29/05/1964 0 11.2 34 9
30/05/1964 0 9 35 8
31/05/1964 0 13.2 37 12
01/06/1964 0 6 38 15
02/06/1964 0 6 39 16
03/06/1964 0 6.3 36 17
04/06/1964 0 6.8 35 17
05/06/1964 0 6.4 38 16
06/06/1964 0 6.5 37 17
07/06/1964 0 6 38 17
08/06/1964 0 6 37 16
09/06/1964 0 6.8 33 13
10/06/1964 0 8.1 34 14
11/06/1964 0 8.8 35 12
12/06/1964 0 8.9 37 11
13/06/1964 0 7.3 37 12
14/06/1964 0 8.1 37 11
15/06/1964 0 10.8 40 16
16/06/1964 0 10.7 41 17
17/06/1964 0 8.1 38 16
18/06/1964 0 9.8 36 19
19/06/1964 0 8.1 38 18
20/06/1964 0 9.1 39 18
21/06/1964 0 8.9 39 18
22/06/1964 0 10.9 40 16
23/06/1964 0 10.6 42 14
24/06/1964 0 10.3 43 20
25/06/1964 2 8.6 40 18
26/06/1964 6 8.4 39 20
27/06/1964 0 9.6 39 19
28/06/1964 0 11.1 41 22
29/06/1964 0 11.9 42 21
30/06/1964 0 12.4 47 19
01/07/1964 0 8.6 42 21
02/07/1964 0 7.3 48 22
03/07/1964 0 9.7 45 24
04/07/1964 0 7.2 42 25
05/07/1964 0 9.3 44 23
06/07/1964 0 12.9 42 24
07/07/1964 0 8.8 40 22.5
08/07/1964 20 6 42.5 25
09/07/1964 6 6.3 35 21
10/07/1964 0 6 42 22
11/07/1964 0 7.7 41 21.5
12/07/1964 0 9.2 42.5 24
13/07/1964 0 9.7 41 25
14/07/1964 4 6 38 23
15/07/1964 0 6 34.5 22.5
16/07/1964 0 7.4 39 19
17/07/1964 0 10.7 43 25
18/07/1964 0 5.9 41 27
19/07/1964 0 7.8 41.5 27
20/07/1964 9.5 10 41 24
21/07/1964 0 7.5 36 20
22/07/1964 0 6.6 42 19
23/07/1964 2 11 40 25.5
24/07/1964 18 9 42 20
25/07/1964 0 8.5 42.5 19.5
26/07/1964 0 7.2 43 21
27/07/1964 0 9.9 40 21.5
28/07/1964 1 8.5 37.5 22
29/07/1964 60 7.4 37 21.5
30/07/1964 7 6.7 31 21
31/07/1964 0 6.7 30 22
01/08/1964 1 5.7 30 23
02/08/1964 0 4.4 33 20
03/08/1964 0 5.2 34 21
04/08/1964 20 5.6 35 22
05/08/1964 0 5.2 33 19
06/08/1964 0 6.6 36 22
07/08/1964 14 7 40 21
08/08/1964 5 5.7 34 21
09/08/1964 0 6.3 45 23
10/08/1964 5.5 3.6 38 24
11/08/1964 0 4.7 35 20
12/08/1964 0 6.9 35 21
13/08/1964 0 5.6 35 21
14/08/1964 0 8.1 35 20
15/08/1964 0 6.2 36 21
16/08/1964 14 7.3 37 21
17/08/1964 0 2.6 34 20
18/08/1964 0 5.6 35 22
19/08/1964 0 6.4 33 20
20/08/1964 0 9.9 31 20
21/08/1964 0 5 36 21
22/08/1964 0 5.2 37 19
23/08/1964 0 5.7 40 18
24/08/1964 0 6.7 37 21
25/08/1964 0 6.2 35 22
26/08/1964 0 5.9 37 21
27/08/1964 3 6.5 37 23
28/08/1964 0 6.2 35 18
29/08/1964 0 12.9 36 20
30/08/1964 0 4.3 38 18
31/08/1964 0 7.6 38 19
01/09/1964 0 7.2 30 21
02/09/1964 0 9.1 38 20
03/09/1964 0 3.8 34 22
04/09/1964 0 8.9 40 19
05/09/1964 0 8.4 40 21
06/09/1964 0 6.7 38 23
07/09/1964 7 2.8 36 21
08/09/1964 6 5.8 34 21
09/09/1964 20 3.5 31 19
10/09/1964 0 3.7 32 21
11/09/1964 0 4.9 34 20
12/09/1964 0 5.2 36 22
13/09/1964 0 5.4 35 27
14/09/1964 0 4.9 34 21
15/09/1964 0 6.8 34 20
16/09/1964 0 6.5 35 16
17/09/1964 0 8.4 25 15
18/09/1964 0 6.4 34 16
19/09/1964 0 5.5 33 19
20/09/1964 0 4.6 32 17
21/09/1964 0 5.3 31 18
22/09/1964 0 4.5 34 19
23/09/1964 0 4.3 32 12
24/09/1964 0 4.4 33 13
25/09/1964 0 6.2 35 14
26/09/1964 0 4.1 33 15
27/09/1964 0 9.2 35 14
28/09/1964 0 4.6 36 16
29/09/1964 0 5.5 36 16
30/09/1964 0 6.2 35 15
01/10/1964 0 4.4 32 18
02/10/1964 0 3.1 35 17
03/10/1964 0 3.2 33 19
04/10/1964 0 7.9 36 20
05/10/1964 0 7.4 39 19.5
06/10/1964 0 7.6 38 19.5
07/10/1964 0 7.8 37 15.5
08/10/1964 0 2.9 36.5 16
09/10/1964 0 6.7 38 17
10/10/1964 0 7.5 37 13
11/10/1964 0 6 31 17
12/10/1964 0 4.8 32 16.5
13/10/1964 0 3 35 16
14/10/1964 0 3.4 33.5 17
15/10/1964 5 2.6 28 19
16/10/1964 13 3.7 24.5 16
17/10/1964 0 3.2 25 13.5
18/10/1964 0 4.1 28 11
19/10/1964 0 7.2 28.5 13
20/10/1964 0 7.2 33 14
21/10/1964 0 3.5 32.5 13
22/10/1964 0 2.9 33 14
23/10/1964 0 4.1 34 14
24/10/1964 0 7 32 15
25/10/1964 0 8.2 28.5 11
26/10/1964 0 3.2 30 10.5
27/10/1964 0 4.9 32 11
28/10/1964 0 2.6 33 11
29/10/1964 0 4.6 34 12
30/10/1964 0 5.7 30 11.5
31/10/1964 0 4.7 29 9.5
01/11/1964 0 4 22 9
02/11/1964 0 4.8 26 9
03/11/1964 0 5.2 22 4
04/11/1964 0 6.4 30 7
05/11/1964 0 4.7 30 4
06/11/1964 0 5.2 31 8
07/11/1964 0 4.8 32 8
08/11/1964 0 6.3 30 10
09/11/1964 0 6.3 20.5 10
10/11/1964 0 5.9 24.5 7.5
11/11/1964 0 3.8 22 5.5
12/11/1964 0 5.2 23 2
13/11/1964 0 4.1 25 4
14/11/1964 0 4.3 21.5 6
15/11/1964 16 3.9 17 6
16/11/1964 0 5.4 15 1
17/11/1964 0 2.1 17 -1
18/11/1964 2 3.9 15 1
19/11/1964 0 1.9 15 -3
20/11/1964 0 1 19 -3
21/11/1964 0 2 21 0
22/11/1964 0 1.9 14 1
23/11/1964 0 1.1 23 2
24/11/1964 0 2 20 1
25/11/1964 0 2 22 2
26/11/1964 0 3.2 21 5
27/11/1964 0 4.8 23 5
28/11/1964 0 3.2 23 4
29/11/1964 0 2 21 2
30/11/1964 0 4 29 4
01/12/1964 0 3.1 22 9.5
02/12/1964 0 2.9 22 9
03/12/1964 0 3.2 20 7
04/12/1964 0 1 10 4
05/12/1964 0 1 22 0
06/12/1964 0 1.7 18 2
07/12/1964 0 2.1 20 -2
08/12/1964 0 2.5 20 -1
09/12/1964 0 2.3 20 -2
10/12/1964 0 2.5 20.5 0
11/12/1964 0 2.2 23 2
12/12/1964 0 1.9 22 5
13/12/1964 0 2.1 22 -2
14/12/1964 0 2.3 19 -5
15/12/1964 0 3.6 23 -1
16/12/1964 0 2.7 19 -0.5
17/12/1964 2 2.9 24 6
18/12/1964 0 2.3 22 9
19/12/1964 0 1.8 20 5
20/12/1964 0 3 21 3
21/12/1964 0 4.3 25 2
22/12/1964 0 1.3 26 3
23/12/1964 0 1.5 26 4
24/12/1964 0 3.2 22 3
25/12/1964 0 2.1 21 1
26/12/1964 0 2 20 1
27/12/1964 0 2.4 21 2
28/12/1964 0 2.5 20 1
29/12/1964 0 1.6 18 5
30/12/1964 0 5.1 18 2
31/12/1964 0 1.1 20 0
01/01/1965 0 1.2 18 2.5
02/01/1965 0 1 19 1
03/01/1965 0 2.1 21 1
04/01/1965 0 1.8 22 6
05/01/1965 0 2.2 23 9
06/01/1965 2.5 3.1 19.5 11
07/01/1965 0 3 19 7
08/01/1965 0 2 16 4
09/01/1965 0 3.2 21 3.5
10/01/1965 0 2.8 20 8
11/01/1965 0 2.3 19 6
12/01/1965 0 3 17 7
13/01/1965 0 2.7 28 3
14/01/1965 0 2.8 30 3
15/01/1965 1 2.1 22.5 5
16/01/1965 0 1.1 27 7
17/01/1965 0 2.2 30 8
18/01/1965 0 3 30 7
19/01/1965 0 2 28 8
20/01/1965 0 2.9 23 10
21/01/1965 0 1.1 20 2
22/01/1965 0 1.5 22 3
23/01/1965 0 2.2 24 6
24/01/1965 0 3.6 20 4
25/01/1965 0 3.4 12 5
26/01/1965 0 2 14 -4
27/01/1965 0 2.1 20 -1
28/01/1965 0 2.3 23 2
29/01/1965 0 3.5 13 3
30/01/1965 0 2 26 4
31/01/1965 0 2 26 2
01/02/1965 0 3 24 6
02/02/1965 0 2.9 22 8
03/02/1965 0 3 21 7
04/02/1965 0 3.2 22 7
05/02/1965 0 3 22 7.5
06/02/1965 2 3 22.5 4.5
07/02/1965 0 2.2 14 -1
08/02/1965 0 3.8 17 -1
09/02/1965 2 4.8 18 0
10/02/1965 0 2.5 13 -3
11/02/1965 0 3.2 13.5 -3
12/02/1965 0 3.8 9.5 -2
13/02/1965 0 2.1 11 -5
14/02/1965 0 2.6 19 3
15/02/1965 0 3.4 17 3
16/02/1965 0 2 19.5 -2
17/02/1965 0 2 21 -1
18/02/1965 0 2 25 -1
19/02/1965 0 2.5 21 3
20/02/1965 0 3.5 20 5
21/02/1965 0 2.8 19 6
22/02/1965 0 3.2 20 5
23/02/1965 0 3.6 18 8
24/02/1965 0 4.5 26 5.5
25/02/1965 0 2.9 21.5 7
26/02/1965 0 3.1 30 3
27/02/1965 0 1.9 30 5
28/02/1965 0 3.1 23 6
01/03/1965 0 5 23 3.5
02/03/1965 0 5.5 18 -1
03/03/1965 0 5 18.5 -5
04/03/1965 0 7.2 21.5 -4
05/03/1965 0 2 29 1
06/03/1965 0 5.8 27.5 0
07/03/1965 0 4.2 24.5 3
08/03/1965 0 5 25 0
09/03/1965 0 4.8 24 7
10/03/1965 3 4.2 15 11
11/03/1965 0 4.2 19.5 11
12/03/1965 2 1.9 14.5 5.5
13/03/1965 0 3.4 13.5 4
14/03/1965 0 2.7 25 4.5
15/03/1965 0 4 21 3
16/03/1965 0 4.5 22 3.5
17/03/1965 0 6.5 25 3
18/03/1965 0 3.2 26 3.5
19/03/1965 0 5.9 26 4
20/03/1965 0 9.2 28 4.5
21/03/1965 0 4.4 30 6
22/03/1965 0 4.8 32 3
23/03/1965 0 4.2 18.5 8
24/03/1965 0 4 25.5 7
25/03/1965 0 5 24 5
26/03/1965 0 5.5 26 5.5
27/03/1965 0 7.6 30 6
28/03/1965 0 6.6 26 13
29/03/1965 0 2.4 28 5.5
30/03/1965 0 4.9 31 6
31/03/1965 0 5 30 8
01/04/1965 0 8.5 25 10
02/04/1965 0 2.5 24 8
03/04/1965 0 5.5 23 10
04/04/1965 0 5.7 21 11
05/04/1965 0 5 20 2
06/04/1965 0 5.5 20 11
07/04/1965 0 6.8 24 11
08/04/1965 0 7.1 21 10
09/04/1965 0 5.5 23 7
10/04/1965 0 7.8 23 5
11/04/1965 0 6.5 24 3
12/04/1965 0 5.5 23 4
13/04/1965 0 6 23 3
14/04/1965 0 7.5 26 2
15/04/1965 0 5 31 2
16/04/1965 
